id_company,date_waste,kitchen,shift,type_waste,weight,covers,heatmap,heatmap_text
APAC Hyatt Taipei TAIGH,2022-05-04,Banquet,Lunch,preparation,10.0,163.0,0.0,OK
APAC Hyatt Taipei TAIGH,2022-05-04,Banquet,Lunch,preparation,9.0,163.0,0.0,OK
APAC Hyatt Taipei TAIGH,2022-05-04,Banquet,Lunch,preparation,1.0,163.0,0.0,OK
APAC Hyatt Taipei TAIGH,2022-05-04,Banquet,Lunch,preparation,3.0,163.0,0.0,OK
APAC Hyatt Taipei TAIGH,2022-05-04,Banquet,Lunch,preparation,8.2,163.0,0.0,OK
APAC Hyatt Bangkok BANGH,2022-05-24,Event,Lunch,preparation,2.75,70.0,0.0,OK
APAC Hyatt Wangjing NAYRW,2022-05-24,Market Cafe,Breakfast,buffet,3.8,81.0,0.0,OK
APAC Hyatt Wangjing NAYRW,2022-05-24,Market Cafe,Breakfast,buffet,4.2,81.0,0.0,OK
APAC Hyatt Wangjing NAYRW,2022-05-24,Market Cafe,Breakfast,buffet,5.6,81.0,0.0,OK
APAC Hyatt Wangjing NAYRW,2022-05-24,Market Cafe,Breakfast,buffet,6.7,81.0,0.0,OK
APAC Hyatt Wangjing NAYRW,2022-05-24,Market Cafe,Breakfast,plate,31.8,81.0,0.0,OK
APAC Hyatt Wangjing NAYRW,2022-05-24,Market Cafe,Lunch,plate,1.5,5.0,0.0,OK
APAC Hyatt Wangjing NAYRW,2022-05-24,Market Cafe,Dinner,preparation,0.842,5.0,0.0,OK
APAC Hyatt Wangjing NAYRW,2022-05-24,Market Cafe,Dinner,preparation,0.784,5.0,0.0,OK
APAC Hyatt Wangjing NAYRW,2022-05-24,Market Cafe,Dinner,preparation,1.213,5.0,0.0,OK
APAC Hyatt Wangjing NAYRW,2022-05-24,Market Cafe,Dinner,preparation,1.6,5.0,0.0,OK
APAC Hyatt Wangjing NAYRW,2022-05-24,Market Cafe,Dinner,plate,1.63,5.0,0.0,OK
